Player,Position,Injuries,Practice Status,Game Status,Year,Period
Andre Woolfolk,CB,Ankle,,Questionable,2005,REG16
Chris Brown,RB,Shoulder,,Questionable,2005,REG16
Jarrett Payton,RB,Back,,Questionable,2005,REG16
Erron Kinney,TE,Knee,,Questionable,2005,REG16
Zach Piller,G,Shoulder,,Questionable,2005,REG16
Drew Bennett,WR,Knee,,Questionable,2005,REG16
Travis Henry,RB,Ankle,,Questionable,2005,REG16
Rob Reynolds,LB,Ankle,,Questionable,2005,REG16
Ronnie Brown,RB,"Knee, Ankle",,Questionable,2005,REG16
Channing Crowder,LB,Shoulder,,Questionable,2005,REG16
Gus Frerotte,QB,Right Fingers,,Questionable,2005,REG16
Wes Welker,WR,Quadricep,,Questionable,2005,REG16
Ahmed Plummer,CB,Ankle,,Out,2005,REG16
Frank Gore,RB,Shoulder,,Questionable,2005,REG16
Saleem Rasheed,LB,Knee,,Probable,2005,REG16
Shawntae Spencer,CB,Quadricep,,Probable,2005,REG16
Steven Jackson,RB,"Hip, Foot",,Probable,2005,REG16
Leonard Little,DE,Ankle,,Probable,2005,REG16
Chris Claiborne,LB,Knee,,Out,2005,REG16
Marc Bulger,QB,Shoulder,,Out,2005,REG16
Jerome Carter,S,Illness,,Probable,2005,REG16
Isaac Bruce,WR,Toe,,Probable,2005,REG16
Pisa Tinoisamoa,LB,Back,,Probable,2005,REG16
Rex Tucker,T,virus,,Probable,2005,REG16
Trai Essex,T,Ankle,,Probable,2005,REG16
Ben Roethlisberger,QB,Thumb,,Probable,2005,REG16
Travis Kirschke,DE,Back,,Questionable,2005,REG16
Andre Frazier,LB,Hamstring,,Doubtful,2005,REG16
Tommy Maddox,QB,Illness,,Probable,2005,REG16
Chidi Iwuoma,CB,Ankle,,Probable,2005,REG16
Clint Kriewaldt,LB,Ankle,,Probable,2005,REG16
Marvel Smith,T,Ankle,,Probable,2005,REG16
Deshea Townsend,CB,Neck,,Probable,2005,REG16
Alan Faneca,G,Toe,,Probable,2005,REG16
Antonio Perkins,CB,Hand,,Probable,2005,REG16
Orpheus Roye,DE,Knee,,Questionable,2005,REG16
Ray Mickens,CB,Groin,,Questionable,2005,REG16
Steve Heiden,TE,Ankle,,Probable,2005,REG16
Charlie Frye,QB,Ankle,,Probable,2005,REG16
Aaron Shea,TE,Calf,,Probable,2005,REG16
Kevin Jones,RB,Elbow,,Questionable,2005,REG16
Nate Wayne,LB,Ankle,,Questionable,2005,REG16
Shaun Rogers,DT,Shoulder,,Probable,2005,REG16
Cory Redding,DE,Illness,,Probable,2005,REG16
Dre' Bly,CB,Wrist,,Probable,2005,REG16
Wayne Gandy,T,Calf,,Questionable,2005,REG16
Jermane Mayberry,G,Elbow,,Questionable,2005,REG16
Kendyl Jacox,G,Knee,,Questionable,2005,REG16
Az-Zahir Hakim,WR,Hip,,Questionable,2005,REG16
LeCharles Bentley,C,Elbow,,Questionable,2005,REG16
Sedrick Hodge,LB,Ankle,,Questionable,2005,REG16
Darren Howard,DE,Knee,,Out,2005,REG16
Rashean Mathis,CB,Finger,,Probable,2005,REG16
Chris Naeole,G,Shoulder,,Probable,2005,REG16
Byron Leftwich,QB,Ankle,,Out,2005,REG16
Rich Alexis,RB,Groin,,Questionable,2005,REG16
Greg Jones,RB,Neck,,Probable,2005,REG16
Robaire Smith,DE,Chest,,Probable,2005,REG16
Gary Walker,DE,Hip,,Probable,2005,REG16
Junior Ioane,DE,Calf,,Doubtful,2005,REG16
Domanick Williams,RB,Knee,,Questionable,2005,REG16
Frank Chamberlin,LB,Hamstring,,Questionable,2005,REG16
Andre Johnson,WR,leg,,Probable,2005,REG16
Brad Badger,G,Knee,,Probable,2005,REG16
Charles Woodson,CB,Fibula,,Out,2005,REG16
Jake Grove,C,Knee,,Doubtful,2005,REG16
LaMont Jordan,RB,Toe,,Doubtful,2005,REG16
Courtney Anderson,TE,Knee,,Doubtful,2005,REG16
Fabian Washington,CB,Knee,,Probable,2005,REG16
Danny Clark,LB,Shoulder,,Probable,2005,REG16
Omar Easy,RB,Knee,,Probable,2005,REG16
Randy Moss,WR,"Ribs, Groin",,Probable,2005,REG16
Stuart Schweigert,S,Groin,,Probable,2005,REG16
Keith Burns,LB,Knee,,Probable,2005,REG16
Cornell Green,T,Shoulder,,Probable,2005,REG16
Ian Gold,LB,Foot,,Probable,2005,REG16
Curome Cox,S,Shoulder,,Probable,2005,REG16
Darrent Williams,CB,Groin,,Out,2005,REG16
Courtney Brown,DE,Knee,,Probable,2005,REG16
Kyle Johnson,RB,Concussion,,Probable,2005,REG16
Dedrick Roper,LB,Abdomen,,Probable,2005,REG16
Jon Runyan,T,Knee,,Probable,2005,REG16
Juqua Parker,DE,Hand,,Probable,2005,REG16
Lamar Gordon,RB,"Ankle, Foot",,Questionable,2005,REG16
Sheldon Brown,CB,Knee,,Questionable,2005,REG16
Mike McMahon,QB,Hip,,Probable,2005,REG16
Neil Rackers,K,Calf,,Probable,2005,REG16
Lamont Reid,CB,Knee,,Doubtful,2005,REG16
Karlos Dansby,LB,Toe,,Probable,2005,REG16
Antrel Rolle,CB,Knee,,Doubtful,2005,REG16
Darnell Dockett,DT,Ankle,,Questionable,2005,REG16
Eric Green,CB,Groin,,Probable,2005,REG16
Terrence Kiel,S,Ankle,,Out,2005,REG16
Matt Wilhelm,LB,Shoulder,,Questionable,2005,REG16
LaDainian Tomlinson,RB,Chest,,Questionable,2005,REG16
Bhawoh Jue,S,Knee,,Questionable,2005,REG16
Eric Parker,WR,Foot,,Questionable,2005,REG16
Kris Wilson,TE,Thighs,,Questionable,2005,REG16
Eddie Kennison,WR,Knee,,Questionable,2005,REG16
Jerome Woods,S,Hamstring,,Questionable,2005,REG16
Shawn Barber,LB,Hamstring,,Questionable,2005,REG16
Casey Wiegmann,C,Ankle,,Probable,2005,REG16
Eric Hicks,DE,Shoulder,,Questionable,2005,REG16
John Browning,DT,Knee,,Probable,2005,REG16
Jason Dunn,TE,Knee,,Probable,2005,REG16
Larry Johnson,RB,Clavicle,,Probable,2005,REG16
Tony Richardson,RB,Illness,,Probable,2005,REG16
Keith Burns,LB,Knee,,Probable,2005,REG17
Cornell Green,T,Shoulder,,Probable,2005,REG17
Ian Gold,LB,Groin,,Probable,2005,REG17
Curome Cox,S,Shoulder,,Probable,2005,REG17
Ashley Lelie,WR,Arm,,Probable,2005,REG17
Roc Alexander,CB,Chest,,Probable,2005,REG17
Darrent Williams,CB,Groin,,Out,2005,REG17
Courtney Brown,DE,"Shoulder, Knee",,Out,2005,REG17
Al Wilson,LB,Hand,,Out,2005,REG17
Mike Anderson,RB,Ankle,,Out,2005,REG17
Terrence Kiel,S,Ankle,,Out,2005,REG17
Mike Goff,G,Shoulder,,Questionable,2005,REG17
Bhawoh Jue,S,Knee,,Questionable,2005,REG17
Eric Parker,WR,Foot,,Questionable,2005,REG17
Jamal Williams,DT,Foot,,Questionable,2005,REG17
William Joseph,DT,Ankle,,Questionable,2005,REG17
Antonio Pierce,LB,Ankle,,Out,2005,REG17
Kareem McKenzie,T,Hamstring,,Questionable,2005,REG17
Jeremy Shockey,TE,Ankle,,Questionable,2005,REG17
Reggie Torbor,LB,Hamstring,,Questionable,2005,REG17
Tim Carter,WR,Hip,,Questionable,2005,REG17
Brad Badger,G,Knee,,Probable,2005,REG17
Grant Irons,LB,Hamstring,,Doubtful,2005,REG17
Charles Woodson,CB,Fibula,,Out,2005,REG17
Jake Grove,C,Knee,,Questionable,2005,REG17
LaMont Jordan,RB,Toe,,Doubtful,2005,REG17
Ed Jasper,DT,Back,,Questionable,2005,REG17
Courtney Anderson,TE,Knee,,Doubtful,2005,REG17
Fabian Washington,CB,Knee,,Probable,2005,REG17
Danny Clark,LB,Shoulder,,Questionable,2005,REG17
Omar Easy,RB,Knee,,Probable,2005,REG17
Randy Moss,WR,"Ribs, Groin",,Probable,2005,REG17
Stuart Schweigert,S,Groin,,Probable,2005,REG17
Renaldo Wynn,DE,Foot,,Probable,2005,POST1
Shawn Springs,CB,Groin,,Questionable,2005,POST1
Simeon Rice,DE,Illness,,Probable,2005,POST1
Jermaine Phillips,S,Knee,,Questionable,2005,POST1
Michael Clayton,WR,Turf Toe,,Out,2005,POST1
Paul Spicer,DE,Hand,,Questionable,2005,POST1
Kenny Wright,CB,Knee,,Probable,2005,POST1
Reggie Hayward,DE,Hamstring,,Questionable,2005,POST1
Byron Leftwich,QB,Ankle,,Probable,2005,POST1
Rich Alexis,RB,Groin,,Probable,2005,POST1
Greg Jones,RB,Neck,,Probable,2005,POST1
Mike Peterson,LB,Wrist,,Questionable,2005,POST1
Tom Brady,QB,Shoulder,,Probable,2005,POST1
Jarvis Green,DE,Shoulder,,Probable,2005,POST1
Tedy Bruschi,LB,Calf,,Questionable,2005,POST1
Patrick Pass,RB,Hamstring,,Probable,2005,POST1
Mike Wright,DT,Ankle,,Questionable,2005,POST1
Artrell Hawkins,CB,Thigh,,Probable,2005,POST1
Corey Dillon,RB,Calf,,Probable,2005,POST1
Heath Evans,RB,Shoulder,,Probable,2005,POST1
Asante Samuel,CB,Head,,Probable,2005,POST1
Nick Kaczur,T,Shoulder,,Probable,2005,POST1
Daniel Graham,TE,Shoulder,,Probable,2005,POST1
Bethel Johnson,WR,Knee,,Probable,2005,POST1
Christian Fauria,TE,Foot,,Probable,2005,POST1
Tom Brady,QB,Shoulder,,Probable,2005,POST2
Jarvis Green,DE,Shoulder,,Probable,2005,POST2
Patrick Pass,RB,Hamstring,,Probable,2005,POST2
Artrell Hawkins,S,Thigh,,Probable,2005,POST2
Corey Dillon,RB,Calf,,Probable,2005,POST2
Heath Evans,RB,Shoulder,,Probable,2005,POST2
Nick Kaczur,T,Shoulder,,Probable,2005,POST2
Daniel Graham,TE,Shoulder,,Probable,2005,POST2
Matt Chatham,LB,Knee,,Probable,2005,POST2
Christian Fauria,TE,Foot,,Probable,2005,POST2
Russ Hochstein,C,Ankle,,Probable,2005,POST2
Stephen Alexander,TE,Toe,,Probable,2005,POST2
Keith Burns,LB,Knee,,Probable,2005,POST2
Jeb Putzier,TE,Shoulder,,Probable,2005,POST2
Darrent Williams,CB,Groin,,Probable,2005,POST2
Courtney Brown,DE,"Knee, Shoulder",,Probable,2005,POST2
Al Wilson,LB,Thumb,,Probable,2005,POST2
Cornelius Griffin,DT,Shoulder,,Probable,2005,POST2
James Thrash,WR,Thumb,,Questionable,2005,POST2
Chris Samuels,T,Ankle,,Probable,2005,POST2
Shawn Springs,CB,Groin,,Probable,2005,POST2
Sean Locklear,T,Hip,,Questionable,2005,POST2
Marcus Trufant,CB,Back,,Questionable,2005,POST2
Joe Tafoya,DE,Hamstring,,Questionable,2005,POST2
Wayne Hunter,T,Ankle,,Questionable,2005,POST2
D.D. Lewis,LB,Foot,,Questionable,2005,POST2
Joe Berger,G,Foot,,Out,2006,REG1
Travis Daniels,CB,Ankle,,Doubtful,2006,REG1
Ben Roethlisberger,QB,Appendectomy,,Out,2006,REG1
Max Starks,T,Knee,,Probable,2006,REG1
Chidi Iwuoma,CB,Concussion,,Probable,2006,REG1
Chukky Okobi,C,Knee,,Probable,2006,REG1
Willie Colon,T,Hamstring,,Probable,2006,REG1
Mike Logan,S,Ankle,,Probable,2006,REG1
Jerame Tuman,TE,Hamstring,,Doubtful,2006,REG1
Hines Ward,WR,Hamstring,,Probable,2006,REG1
David Bowens,DE,Ankle,,Probable,2006,REG12
Randy McMichael,TE,Shoulder,,Probable,2006,REG12
Ronnie Brown,RB,Groin,,Probable,2006,REG12
Channing Crowder,LB,Hip,,Probable,2006,REG12
Jeno James,G,Knee,,Out,2006,REG12
Michael Lehan,CB,Nose,,Probable,2006,REG12
Travares Tillman,S,Hand,,Out,2006,REG12
Will Allen,CB,Groin,,Questionable,2006,REG12
Daunte Culpepper,QB,Knee,,Out,2006,REG12
Keith Traylor,DT,Knee,,Probable,2006,REG12
Wes Welker,WR,Ankle,,Probable,2006,REG12
Kevin Jones,RB,Ankle,,Questionable,2006,REG12
Kenoy Kennedy,S,Ankle,,Questionable,2006,REG12
Blaine Saipaia,G,Chest,,Questionable,2006,REG12
Devale Ellis,WR,Shoulder,,Questionable,2006,REG12
Shaun Cody,DT,Toe,,Doubtful,2006,REG12
Eddie Drummond,WR,Concussion,,Questionable,2006,REG12
Dave Moore,TE,Illness,,Questionable,2006,REG12
Simeon Rice,DE,Shoulder,,Out,2006,REG12
Juran Bolden,CB,Shin,,Questionable,2006,REG12
Anthony Davis,T,Ankle,,Questionable,2006,REG12
Michael Pittman,RB,Shoulder,,Questionable,2006,REG12
Shelton Quarles,LB,"Knee, Ankle",,Questionable,2006,REG12
Ellis Wyms,DT,Ankle,,Doubtful,2006,REG12
Alex Smith,TE,Ankle,,Doubtful,2006,REG12
Brandon Marshall,WR,Ankle,,Probable,2006,REG12
Mike Bell,RB,Thigh,,Probable,2006,REG12
Patrick Chukwurah,DE,Hamstring,,Probable,2006,REG12
Kenard Lang,DE,Knee,,Probable,2006,REG12
Cedric Cobbs,RB,Ankle,,Probable,2006,REG12
Nick Ferguson,S,Knee,,Out,2006,REG12
Rod Smith,WR,Ankle,,Probable,2006,REG12
Cooper Carlisle,G,Back,,Questionable,2006,REG12
Darrent Williams,CB,Shoulder,,Questionable,2006,REG12
Tatum Bell,RB,Toe,,Probable,2006,REG12
Al Wilson,LB,Thumb,,Probable,2006,REG12
Kyle Johnson,RB,Ankle,,Probable,2006,REG12
Tamba Hali,DE,Hip,,Probable,2006,REG12
Derrick Johnson,LB,Ankle,,Questionable,2006,REG12
Kevin Sampson,T,Foot,,Out,2006,REG12
Brian Waters,G,Knee,,Probable,2006,REG12
Tony Gonzalez,TE,Shoulder,,Questionable,2006,REG12
Daniel Wilcox,TE,Thigh,,Questionable,2006,REG13
Keydrick Vincent,G,"Hip, Thigh",,Questionable,2006,REG13
Dan Cody,LB,Knee,,Out,2006,REG13
Todd Heap,TE,Back,,Questionable,2006,REG13
Jamal Lewis,RB,Foot,,Questionable,2006,REG13
Adalius Thomas,LB,Ankle,,Questionable,2006,REG13
Justin Bannan,DT,Toe,,Out,2006,REG13
Rich Braham,C,Knee,,Questionable,2006,REG13
Brian Simmons,LB,Neck,,Probable,2006,REG13
Kelley Washington,WR,Hamstring,,Questionable,2006,REG13
Bobbie Williams,G,Appendix,,Out,2006,REG13
Sam Adams,DT,Knee,,Probable,2006,REG13
Levi Jones,T,Knee,,Out,2006,REG13
John Thornton,DT,Knee,,Doubtful,2006,REG13
Deltha O'Neal,CB,Shoulder,,Questionable,2006,REG13
Tony Stewart,TE,Hip,,Questionable,2006,REG13
Brian Russell,S,Elbow,,Probable,2006,REG14
Justin Hamilton,S,Back,,Questionable,2006,REG14
Orpheus Roye,DE,Knee,,Out,2006,REG14
Kellen Winslow,TE,Knee,,Questionable,2006,REG14
Willie McGinest,LB,Pectoral,,Probable,2006,REG14
Leigh Bodden,CB,Ankle,,Probable,2006,REG14
Jereme Perry,CB,Knee,,Questionable,2006,REG14
Mason Unck,LB,Groin,,Questionable,2006,REG14
Charlie Frye,QB,Right Wrist,,Questionable,2006,REG14
Chaun Thompson,LB,Ankle,,Probable,2006,REG14
Troy Polamalu,S,Knee,,Out,2006,REG14
Ryan Clark,S,Groin,,Out,2006,REG14
Cedrick Wilson,WR,Ankle,,Out,2006,REG14
Hines Ward,WR,Knee,,Out,2006,REG14
Eric Johnson,TE,Knee,,Out,2006,REG15
Adam Snyder,T,"Knee, Ankle",,Out,2006,REG15
Jeff Ulbrich,LB,Foot,,Questionable,2006,REG15
Anthony Adams,DT,Knee,,Probable,2006,REG15
Shawntae Spencer,CB,Ankle,,Probable,2006,REG15
Jonas Jennings,T,Ankle,,Probable,2006,REG15
Derek M. Smith,LB,Hamstring,,Out,2006,REG15
Itula Mili,TE,Concussion,,Out,2006,REG15
Darrell Jackson,WR,Toe,,Out,2006,REG15
Joe Tafoya,DE,Calf,,Probable,2006,REG15
Rocky Bernard,DT,Foot,,Questionable,2006,REG15
Bobby Engram,WR,Illness,,Questionable,2006,REG15
Robbie Tobeck,C,Hip,,Out,2006,REG15
Floyd Womack,G,Groin,,Questionable,2006,REG15
Oliver Hoyte,RB,Knee,,Questionable,2006,REG15
Keith Brooking,LB,Knee,,Probable,2006,REG15
Edgerton Hartwell,LB,Knee,,Probable,2006,REG15
Jerious Norwood,RB,Knee,,Questionable,2006,REG15
Todd McClure,C,Back,,Probable,2006,REG15
Todd Weiner,T,Knee,,Probable,2006,REG15
Warrick Dunn,RB,Calf,,Questionable,2006,REG15
Grady Jackson,DT,Knee,,Probable,2006,REG15
Ashley Lelie,WR,Thigh,,Probable,2006,REG15
Jason Webster,CB,Groin,,Questionable,2006,REG15
DeAngelo Hall,CB,Knee,,Probable,2006,REG15
Cedric Griffin,CB,Neck,,Doubtful,2006,REG16
Chester Taylor,RB,Ribs,,Probable,2006,REG16
Jeff Dugan,TE,Knee,,Probable,2006,REG16
Pat Williams,DT,Knee,,Probable,2006,REG16
Napoleon Harris,LB,Wrist,,Probable,2006,REG16
Travis Taylor,WR,Ankle,,Probable,2006,REG16
Tarvaris Jackson,QB,Knee,,Probable,2006,REG16
Marcus Robinson,WR,Hip,,Probable,2006,REG16
Kevin Williams,DT,Shoulder,,Probable,2006,REG16
Brooks Bollinger,QB,Left Shoulder,,Questionable,2006,REG16
Charles Woodson,CB,Shoulder,,Probable,2006,REG16
Donald Driver,WR,Shoulder,,Probable,2006,REG16
Abdul Hodge,LB,Shoulder,,Questionable,2006,REG16
David Martin,TE,Rib,,Questionable,2006,REG16
Atari Bigby,S,Hamstring,,Questionable,2006,REG16
Chad Clifton,T,Shoulder,,Probable,2006,REG16
Ahman Green,RB,Knee,,Probable,2006,REG16
Aaron Kampman,DE,Illness,,Probable,2006,REG16
Mark Tauscher,T,Groin,,Questionable,2006,REG16
Ruvell Martin,WR,Chest,,Questionable,2006,REG16
Rich Scanlon,LB,Neck,,Out,2006,REG16
Michael Bennett,RB,Ankle,,Questionable,2006,REG16
John Welbourn,T,Ankle,,Probable,2006,REG16
Dante Hall,WR,Illness,,Probable,2006,REG16
Jimmy Wilkerson,DE,Hamstring,,Out,2006,REG16
Kyle Turley,T,Shoulder,,Out,2006,REG16
Fabian Washington,CB,Shoulder,,Questionable,2006,REG16
Zack Crockett,RB,Heel,,Questionable,2006,REG16
Corey Hulsey,G,Knee,,Questionable,2006,REG16
Kevin Boothe,G,Elbow,,Probable,2006,REG16
Robert Gallery,T,Elbow,,Questionable,2006,REG16
Randy Moss,WR,Ankle,,Questionable,2006,REG16
Jerry Porter,WR,Hip,,Doubtful,2006,REG16
Jim Finn,RB,Back,,Probable,2006,REG17
Jeremy Shockey,TE,Ankle,,Questionable,2006,REG17
Rich Seubert,G,Shin,,Doubtful,2006,REG17
Jon Jansen,T,Calf,,Probable,2006,REG17
Troy Vincent,S,Illness,,Probable,2006,REG17
Khary Campbell,LB,Hamstring,,Questionable,2006,REG17
Casey Rabach,C,Hand,,Probable,2006,REG17
Benny Sapp,CB,Hamstring,,Questionable,2006,POST1
Trent Green,QB,Ankle,,Probable,2006,POST1
Ryan Lilja,G,Knee,,Questionable,2006,POST1
Ricky Proehl,WR,Hamstring,,Questionable,2006,POST1
Keith O'Neil,LB,Knee,,Questionable,2006,POST1
Nick Harper,CB,Ankle,,Questionable,2006,POST1
Dallas Clark,TE,Knee,,Questionable,2006,POST1
Reggie Wayne,WR,Quad,,Questionable,2006,POST1
Bob Sanders,S,Knee,,Questionable,2006,POST1
Darrell Jackson,WR,Toe,,Questionable,2006,POST1
Marcus Trufant,CB,Ankle,,Doubtful,2006,POST1
D.J. Hackett,WR,Hip,,Questionable,2006,POST1
Leroy Hill,LB,Concussion,,Questionable,2006,POST1
Rocky Bernard,DT,Foot,,Probable,2006,POST1
Chris Gray,G,Thigh,,Questionable,2006,POST1
Nate Burleson,WR,Ankle,,Probable,2006,POST1
Floyd Womack,G,Groin,,Questionable,2006,POST1
Omar Gaither,LB,Shoulder,,Probable,2006,POST2
Michael Lewis,S,Knee,,Probable,2006,POST2
Dedrick Roper,LB,Knee,,Probable,2006,POST2
Tra Thomas,T,Knee,,Probable,2006,POST2
Lito Sheppard,CB,Elbow,,Out,2006,POST2
Thomas Tapeh,RB,Knee,,Questionable,2006,POST2
Jeremiah Trotter,LB,Knee,,Probable,2006,POST2
Brian Westbrook,RB,Knee,,Probable,2006,POST2
Ryan Moats,RB,Ankle,,Probable,2006,POST2
Omar Stoutmire,S,Knee,,Questionable,2006,POST2
Joe Horn,WR,Groin,,Questionable,2006,POST2
Gary Brackett,LB,Ankle,,Questionable,2006,POST2
Ryan Lilja,G,Knee,,Questionable,2006,POST2
Daniel Federkeil,T,Hip,,Questionable,2006,POST2
Ricky Proehl,WR,Hamstring,,Questionable,2006,POST2
Joseph Addai,RB,Chest,,Questionable,2006,POST2
Ryan Diem,T,Shoulder,,Questionable,2006,POST2
Nick Harper,CB,Ankle,,Questionable,2006,POST2
Robert Mathis,DE,Hip,,Questionable,2006,POST2
Bob Sanders,S,Knee,,Questionable,2006,POST2
Gerome Sapp,S,Back,,Probable,2006,POST2
Keydrick Vincent,G,Groin,,Questionable,2006,POST2
Jonathan Ogden,T,Toe,,Questionable,2006,POST2
Adalius Thomas,LB,Ankle,,Probable,2006,POST2
Quinn Sypniewski,TE,Wrist,,Questionable,2006,POST2
Mark Campbell,TE,Back,,Out,2007,REG1
Dylan Gandy,C,Groin,Did Not Participate In Practice,Questionable,2007,REG1
Josh Thomas,DE,Ankle,Full Participation in Practice,Probable,2007,REG1
Charlie Johnson,T,Knee,Did Not Participate In Practice,Out,2007,REG1
Tim Jennings,CB,Knee,Did Not Participate In Practice,Out,2007,REG1
C.J. Mosley,DE,Shoulder,Full Participation in Practice,Probable,2007,REG12
Brad Smith,WR,Back,Full Participation in Practice,Probable,2007,REG12
Eric Smith,S,Concussion,Limited Participation in Practice,Questionable,2007,REG12
Chris Davis,WR,Shoulder,Full Participation in Practice,Probable,2007,REG12
Joe Kowalewski,TE,Shoulder,Full Participation in Practice,Probable,2007,REG12
Darrelle Revis,CB,Knee,Full Participation in Practice,Probable,2007,REG12
Dewayne Robertson,DT,Knee,Limited Participation in Practice,Questionable,2007,REG12
Laveranues Coles,WR,Ankle,Limited Participation in Practice,Questionable,2007,REG12
Chris Baker,TE,Back,Full Participation in Practice,Probable,2007,REG12
Anthony Clement,T,Knee,Full Participation in Practice,Probable,2007,REG12
Patrick Crayton,WR,Ankle,Did Not Participate In Practice,Questionable,2007,REG12
Terry Glenn,WR,Knee,,Out,2007,REG12
Isaiah Stanback,WR,Shoulder,Full Participation in Practice,Probable,2007,REG12
Anthony Henry,CB,Ankle,Full Participation in Practice,Probable,2007,REG12
Leonard Davis,G,Ankle,Full Participation in Practice,Probable,2007,REG12
Daniel Federkeil,T,Concussion,Did Not Participate In Practice,Out,2007,REG12
Tyjuan Hagler,LB,Neck,Limited Participation in Practice,Questionable,2007,REG12
Matt Giordano,CB,Hamstring,Did Not Participate In Practice,Questionable,2007,REG12
Ryan Diem,T,Ankle,Did Not Participate In Practice,Questionable,2007,REG12
Tony Ugoh,T,Neck,,Questionable,2007,REG12
Marvin Harrison,WR,Knee,Did Not Participate In Practice,Out,2007,REG12
Tim Jennings,CB,Upper Leg,Did Not Participate In Practice,Questionable,2007,REG12
Dwayne Blakley,TE,Concussion,Did Not Participate In Practice,Doubtful,2007,REG12
Todd Weiner,T,Knee,Did Not Participate In Practice,Doubtful,2007,REG12
Alge Crumpler,TE,Foot,Limited Participation in Practice,Probable,2007,REG12
Byron Leftwich,QB,Tailbone,Did Not Participate In Practice,Doubtful,2007,REG12
Joe Horn,WR,"Hamstring, Foot",Did Not Participate In Practice,Doubtful,2007,REG12
Johnny Jolly,DT,Shoulder,,Out,2007,REG12
Charles Woodson,CB,Hip,Full Participation in Practice,Probable,2007,REG12
Nick Collins,S,Knee,,Out,2007,REG12
Koren Robinson,WR,Knee,Full Participation in Practice,Probable,2007,REG12
Chad Clifton,T,Knee,Full Participation in Practice,Probable,2007,REG12
Bubba Franks,TE,Knee,,Out,2007,REG12
Ryan Grant,RB,Ankle,Full Participation in Practice,Probable,2007,REG12
Tracy White,LB,Ankle,Full Participation in Practice,Probable,2007,REG12
Mark Tauscher,T,Ankle,Full Participation in Practice,Probable,2007,REG12
Will Blackmon,CB,Foot,,Out,2007,REG12
Jonathan Scott,T,Hand,Full Participation in Practice,Probable,2007,REG12
Ikaika Alama-Francis,DE,Hamstring,Did Not Participate In Practice,Doubtful,2007,REG12
Teddy Lehman,LB,Foot,Full Participation in Practice,Questionable,2007,REG12
Dewayne White,DE,Elbow,Full Participation in Practice,Probable,2007,REG12
Aaron Rouse,S,Knee,Limited Participation in Practice,Questionable,2007,REG13
Johnny Jolly,DT,Shoulder,,Out,2007,REG13
Charles Woodson,CB,Toe,Limited Participation in Practice,Questionable,2007,REG13
Nick Collins,S,Knee,Full Participation in Practice,Probable,2007,REG13
Bubba Franks,TE,Knee,Did Not Participate In Practice,Doubtful,2007,REG13
Kabeer Gbaja-Biamila,DE,Ankle,Limited Participation in Practice,Questionable,2007,REG13
Ryan Grant,RB,Ankle,Full Participation in Practice,Probable,2007,REG13
Tracy White,LB,Ankle,Limited Participation in Practice,Probable,2007,REG13
Mark Tauscher,T,Ankle,Limited Participation in Practice,Probable,2007,REG13
Will Blackmon,CB,Foot,Full Participation in Practice,Probable,2007,REG13
Ruvell Martin,WR,Ankle,Limited Participation in Practice,Probable,2007,REG13
Patrick Crayton,WR,Ankle,Full Participation in Practice,Probable,2007,REG13
Terry Glenn,WR,Knee,,Out,2007,REG13
Anthony Henry,CB,Ankle,Full Participation in Practice,Probable,2007,REG13
Hunter Hillenmeyer,LB,Shoulder,Full Participation in Practice,Probable,2007,REG14
Anthony Adams,DT,Elbow,,Out,2007,REG14
Nathan Vasher,CB,Groin,Did Not Participate In Practice,Doubtful,2007,REG14
Fred Miller,T,Ankle,Full Participation in Practice,Probable,2007,REG14
Brian Urlacher,LB,Calf,Full Participation in Practice,Probable,2007,REG14
Clinton Portis,RB,Shoulder,,Probable,2007,REG14
Randy Thomas,G,Triceps,,Probable,2007,REG14
Mike Sellers,RB,Back,,Probable,2007,REG14
James Thrash,WR,Ankle,,Out,2007,REG14
Antwaan Randle El,WR,Hamstring,,Probable,2007,REG14
Shawn Springs,CB,Back,,Questionable,2007,REG14
Nick Ferguson,S,Knee,Did Not Participate In Practice,Out,2007,REG15
Hamza Abdullah,S,Eye,Full Participation in Practice,Probable,2007,REG15
Tony Scheffler,TE,Knee,Full Participation in Practice,Probable,2007,REG15
John Engelberger,DE,Shoulder,Full Participation in Practice,Probable,2007,REG15
Chris Myers,C,Ankle,Full Participation in Practice,Probable,2007,REG15
Andre Hall,RB,"Ankle, Thumb",Full Participation in Practice,Probable,2007,REG15
Isaac Snell,G,Thigh,Full Participation in Practice,Probable,2007,REG15
Brandon Stokley,WR,Knee,Did Not Participate In Practice,Questionable,2007,REG15
Javon Walker,WR,Knee,Full Participation in Practice,Questionable,2007,REG15
Kasey Studdard,G,Neck,Full Participation in Practice,Questionable,2007,REG15
Kris Brown,K,L Foot,Full Participation in Practice,Probable,2007,REG15
DeMeco Ryans,LB,Knee,Limited Participation in Practice,Questionable,2007,REG15
Matt Schaub,QB,L Shoulder,Did Not Participate In Practice,Out,2007,REG15
Danny Clark,LB,Groin,Full Participation in Practice,Probable,2007,REG15
Ron Dayne,RB,Ankle,Did Not Participate In Practice,Questionable,2007,REG15
Willie Anderson,T,Knee,Did Not Participate In Practice,Out,2007,REG15
